instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp_exposure.rt,key_resp_exposure.duration,key_resp.keys,key_resp.rt,key_resp.duration,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration,instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,target,variety,instructions_lextale.started,instructions_lextale.stopped,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,practice_lextale.started,practice_lextale.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,practice_feedback_lextale.started,practice_feedback_lextale.stopped,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,check_lextale.started,check_lextale.stopped,trial_lextale.started,trial_lextale.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,instructions_eq.started,instructions_eq.stopped,trial_eq.started,trial_eq.stopped,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,end_exp.started,end_exp.stopped
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,1,,./stim/wavs/mexican_question_filler_Felipe-no-tiene-contrasena.wav,,,,,,,,,284.0078,286.8571,1,1,2.3289,,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,1,,./stim/wavs/argentine_question_filler_Mi-vecino-habla-mucho.wav,,,,,,,,,286.858,289.4902,1,1,2.1094,,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,0,,./stim/wavs/andalusian_statement_filler_Alberto-nunca-se-afeita.wav,,,,,,,,,289.4904,292.2904,0,1,2.2744,,0,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,0,,./stim/wavs/puertorican_statement_filler_La-nina-pinta-con-su-amiga.wav,,,,,,,,,292.2915,297.3067,0,1,4.484,,0,4,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,0,,./stim/wavs/peruvian_statement_filler_El-nino-habla-con-su-madre.wav,,,,,,,,,297.307,300.6071,0,1,2.7671,,0,5,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,1,,./stim/wavs/castilian_question_filler_Mi-esposo-conoce-al-chico.wav,,,,,,,,,300.6078,303.0577,1,1,1.9139,,0,6,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,1,,./stim/wavs/chilean_question_filler_Mi-padre-cantaba-bien.wav,,,,,,,,,303.0584,305.2245,1,1,1.6335,,0,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.2308,308.3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,27,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,,,,,,,,,,,,,,,,,,,,,,308.3155,310.5915,1,1,1.7556,,0,0,0,26,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,70,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,310.5926,315.3742,0,1,4.2546,,0,1,1,69,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,4,1,,./stim/wavs/castilian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,315.3747,317.4076,1,1,1.5181,,0,2,2,3,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,53,0,,./stim/wavs/cuban_match_declarative-broad-focus_Manuela-vende-el-carro.wav,,,,,,,,,,,,,,,,,,,,,,317.4084,319.941,0,1,2.0019,,0,3,3,52,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,23,1,,./stim/wavs/puertorican_match_interrogative-total-yn_Manuela-vende-el-carro.wav,,,,,,,,,,,,,,,,,,,,,,319.9413,322.2917,0,0,1.8256,,0,4,4,22,1,1,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,77,0,,./stim/wavs/cuban_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,,,,,,,,,,,,,,,,,,,,,,322.2927,324.541,0,1,1.7286,,0,5,5,76,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,56,0,,./stim/wavs/cuban_match_declarative-broad-focus_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,324.5418,326.7246,0,1,1.6538,,0,6,6,55,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,38,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,,,,,,,,,,,,,,,,,,,,,,326.726,328.8417,1,1,1.5909,,0,7,7,37,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,87,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,328.8435,331.025,0,1,1.6526,,0,8,8,86,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,11,1,,./stim/wavs/cuban_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,331.0261,333.275,0,0,1.7212,,0,9,9,10,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,31,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,333.2757,336.4915,0,0,2.6846,,0,10,10,30,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,13,1,,./stim/wavs/mexican_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,336.4929,338.3905,1,1,1.3681,,0,11,11,12,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,75,0,,./stim/wavs/cuban_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,338.3907,341.0077,0,1,2.1082,,0,12,12,74,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,86,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,341.0084,343.5751,0,1,2.0383,,0,13,13,85,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,49,0,,./stim/wavs/castilian_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,343.5757,347.5746,0,1,3.478,,0,14,14,48,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60fdd60f32a7b191d931f514,mexican,13 or older,"no, only English or Spanish",yes,2025-08-12_14h44.17.650,empathy_intonation_perc,2024.2.4,MacIntel,59.88023952,60fdd60f32a7b191d931f514,687ed1b7e638a4cbf2f02089,689b8b45d8b47a0ea9f6ba78,,,,,,,,,,,,,,,26,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,,,,,,,,,,,,,,,,,,,,,,347.5753,349.5412,1,1,1.435,,0,15,15,25,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
