group,participant_id,correct,rt_raw,rt_adj,speaker_variety,sentence_type,sentence,familiar_with_fall,learner,two_langs,eq_score,exp_time,lextale_avg,lextale_tra,target,item,lextale_std,eq_std
1,55b8d0bffdf99b0f2859fe73,1,1.3372,0.33719999999999994,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,puertoricaninterrogative-total-ynMaria bebe el vino,-1.3508601092695791,1.911839156153857
1,55b8d0bffdf99b0f2859fe73,0,1.9716,0.6616,puertorican,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,puertoricaninterrogative-total-ynLa maestra vive en Paris,-1.3508601092695791,1.911839156153857
1,55b8d0bffdf99b0f2859fe73,0,1.3861,0.2561000000000002,cuban,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,cubaninterrogative-total-ynAna lleva el abrigo,-1.3508601092695791,1.911839156153857
1,55b8d0bffdf99b0f2859fe73,1,1.5199,0.15989999999999993,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,cubaninterrogative-total-ynMi novio viene del lago,-1.3508601092695791,1.911839156153857
1,5611f6dd7ffc8a00058117e7,0,2.8014,1.3614000000000002,cuban,interrogative-total-yn,Mariano habla del tiempo,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMariano habla del tiempo,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.1674,0.9174000000000002,cuban,interrogative-total-yn,Marta abre el regalo,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMarta abre el regalo,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.1769,0.8668999999999998,cuban,interrogative-total-yn,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynDaniel iba a Bolivia,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.6764,1.3464,cuban,interrogative-total-yn,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMaria bebe el vino,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.0863,0.8363,puertorican,interrogative-total-yn,Mi madre come la fruta,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynMi madre come la fruta,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,1.7668,0.6567999999999998,cuban,interrogative-total-yn,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynEl hombre mira la luna,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,1.9385,0.7785,puertorican,interrogative-total-yn,La nina lava el plato,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynLa nina lava el plato,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,1,2.0344,1.0444000000000002,puertorican,interrogative-total-yn,David leia el libro,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynDavid leia el libro,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,1.6338,0.41379999999999995,cuban,interrogative-total-yn,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynManuela vende el carro,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,1,2.5087,1.3787000000000003,cuban,interrogative-total-yn,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynAna lleva el abrigo,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.0018,1.0017999999999998,puertorican,interrogative-total-yn,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynMaria bebe el vino,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,1.9178,0.6077999999999999,puertorican,interrogative-total-yn,La maestra vive en Paris,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynLa maestra vive en Paris,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.2837,1.0837,puertorican,interrogative-total-yn,Emilio ama la marcha,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynEmilio ama la marcha,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.0202,0.9601999999999999,cuban,interrogative-total-yn,El nino oye el rio,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynEl nino oye el rio,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.2009,0.9808999999999999,cuban,interrogative-total-yn,Mi tia odia la lluvia,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMi tia odia la lluvia,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,1,1.7578,0.7178,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynAna lleva el abrigo,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,1,2.2057,0.8457000000000001,cuban,interrogative-total-yn,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMi novio viene del lago,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.7872,1.6272,puertorican,interrogative-total-yn,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynManuela vende el carro,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.5432,1.4032000000000002,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynDaniel iba a Bolivia,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,1,2.3668,1.0968,cuban,interrogative-total-yn,Mi madre come la fruta,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMi madre come la fruta,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,0,2.1355,1.0055,puertorican,interrogative-total-yn,El nino oye el rio,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynEl nino oye el rio,0.5131514051446129,0.5998328727113644
1,5611f6dd7ffc8a00058117e7,1,3.2671,2.0471000000000004,puertorican,interrogative-total-yn,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynEl hombre mira la luna,0.5131514051446129,0.5998328727113644
1,595d516e2da9c90001d7d200,0,2.158,0.938,cuban,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynManuela vende el carro,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.8512,0.6012,cuban,interrogative-total-yn,Marta abre el regalo,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynMarta abre el regalo,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,2.3015,1.1015,puertorican,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynEmilio ama la marcha,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.5626,0.5025999999999999,cuban,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynEl nino oye el rio,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.6862,0.5462,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynDaniel iba a Bolivia,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.6515,0.49150000000000005,puertorican,interrogative-total-yn,La nina lava el plato,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynLa nina lava el plato,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.6182,0.45820000000000016,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynManuela vende el carro,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.7679,0.43789999999999996,cuban,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynMaria bebe el vino,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.9432,0.6732,cuban,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynMi madre come la fruta,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,1,1.8846,0.6646000000000001,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynEl hombre mira la luna,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,2.0736,0.9436,cuban,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynAna lleva el abrigo,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,1,1.2976,0.1876,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynEl hombre mira la luna,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,2.0393,0.7292999999999998,puertorican,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynLa maestra vive en Paris,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.8523,0.8123,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynAna lleva el abrigo,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,1,1.6858,0.6958,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynDavid leia el libro,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.9916,0.5516000000000001,cuban,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynMariano habla del tiempo,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.8474,0.5373999999999999,cuban,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynDaniel iba a Bolivia,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,1,2.1345,1.0045000000000002,puertorican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynEl nino oye el rio,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,1,1.633,0.383,puertorican,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynMi madre come la fruta,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,1,1.8044,0.8044,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynMaria bebe el vino,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,1.6699,0.44989999999999997,cuban,interrogative-total-yn,Mi tia odia la lluvia,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynMi tia odia la lluvia,-0.03508727556544362,-0.1381706617250377
1,595d516e2da9c90001d7d200,0,2.0374,0.6773999999999998,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynMi novio viene del lago,-0.03508727556544362,-0.1381706617250377
1,5aecad0e75deca000162634c,0,1.7317,0.7317,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynMaria bebe el vino,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,0,1.6884,0.48839999999999995,puertorican,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynEmilio ama la marcha,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,0,2.4244,1.1743999999999999,cuban,interrogative-total-yn,Marta abre el regalo,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynMarta abre el regalo,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,0,3.1979,1.9779000000000002,cuban,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynManuela vende el carro,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,0,1.5309,0.2808999999999999,puertorican,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynMi madre come la fruta,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,0,2.4526,1.1425999999999998,cuban,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynDaniel iba a Bolivia,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,1,1.4505,0.010499999999999954,cuban,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynMariano habla del tiempo,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,0,2.0051,0.6751,cuban,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynMaria bebe el vino,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,1,2.4195,1.4295000000000002,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynDavid leia el libro,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,0,2.7975,1.6675,cuban,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynAna lleva el abrigo,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,1,1.9655,0.8255000000000001,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynDaniel iba a Bolivia,0.6227991412866242,-0.1381706617250377
1,5aecad0e75deca000162634c,1,3.4307,2.3206999999999995,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynEl hombre mira la luna,0.6227991412866242,-0.1381706617250377
